Interactor1	Interactor2	geneName1	geneName2	Complex.name	Complex.id
P07910	Q9Y5S9	HNRNPC	RBM8A	C complex spliceosome	1181
P07910	P38159	HNRNPC	RBMX	C complex spliceosome	1181
P07910	O43290	HNRNPC	SART1	C complex spliceosome	1181
P07910	Q6UX04	HNRNPC	CWC27	C complex spliceosome	1181
P07910	Q15459	HNRNPC	SF3A1	C complex spliceosome	1181
P07910	Q15428	HNRNPC	SF3A2	C complex spliceosome	1181
P07910	Q12874	HNRNPC	SF3A3	C complex spliceosome	1181
P07910	O75533	HNRNPC	SF3B1	C complex spliceosome	1181
P07910	Q13435	HNRNPC	SF3B2	C complex spliceosome	1181
P07910	Q15393	HNRNPC	SF3B3	C complex spliceosome	1181
P07910	Q07955	HNRNPC	SRSF1	C complex spliceosome	1181
P07910	P42285	HNRNPC	MTREX	C complex spliceosome	1181
P07910	O95391	HNRNPC	SLU7	C complex spliceosome	1181
P07910	O75643	HNRNPC	SNRNP200	C complex spliceosome	1181
P07910	Q96DI7	HNRNPC	SNRNP40	C complex spliceosome	1181
P07910	P09661	HNRNPC	SNRPA1	C complex spliceosome	1181
P07910	P14678	HNRNPC	SNRPB	C complex spliceosome	1181
P07910	P08579	HNRNPC	SNRPB2	C complex spliceosome	1181
P07910	P62314	HNRNPC	SNRPD1	C complex spliceosome	1181
P07910	P62316	HNRNPC	SNRPD2	C complex spliceosome	1181
P07910	P62318	HNRNPC	SNRPD3	C complex spliceosome	1181
P07910	P62304	HNRNPC	SNRPE	C complex spliceosome	1181
P07910	P62306	HNRNPC	SNRPF	C complex spliceosome	1181
P07910	P62308	HNRNPC	SNRPG	C complex spliceosome	1181
P07910	Q13573	HNRNPC	SNW1	C complex spliceosome	1181
P07910	Q8IYB3	HNRNPC	SRRM1	C complex spliceosome	1181
P07910	Q9UQ35	HNRNPC	SRRM2	C complex spliceosome	1181
P07910	O95926	HNRNPC	SYF2	C complex spliceosome	1181
P07910	O60506	HNRNPC	SYNCRIP	C complex spliceosome	1181
P07910	Q9UBB9	HNRNPC	TFIP11	C complex spliceosome	1181
P07910	Q86V81	HNRNPC	ALYREF	C complex spliceosome	1181
P07910	Q01081	HNRNPC	U2AF1	C complex spliceosome	1181
P07910	Q9HCS7	HNRNPC	XAB2	C complex spliceosome	1181
P07910	Q6NZY4	HNRNPC	ZCCHC8	C complex spliceosome	1181
P52597	P31943	HNRNPF	HNRNPH1	C complex spliceosome	1181
P52597	P61978	HNRNPF	HNRNPK	C complex spliceosome	1181
P52597	P52272	HNRNPF	HNRNPM	C complex spliceosome	1181
P52597	O43390	HNRNPF	HNRNPR	C complex spliceosome	1181
P52597	Q00839	HNRNPF	HNRNPU	C complex spliceosome	1181
P52597	Q9ULR0	HNRNPF	ISY1	C complex spliceosome	1181
P52597	Q9Y333	HNRNPF	LSM2	C complex spliceosome	1181
P52597	P62310	HNRNPF	LSM3	C complex spliceosome	1181
P52597	P61326	HNRNPF	MAGOH	C complex spliceosome	1181
P52597	Q9BRX9	HNRNPF	WDR83	C complex spliceosome	1181
P52597	P11940	HNRNPF	PABPC1	C complex spliceosome	1181
P52597	O43660	HNRNPF	PLRG1	C complex spliceosome	1181
P52597	Q9H307	HNRNPF	PNN	C complex spliceosome	1181
P52597	Q9UNP9	HNRNPF	PPIE	C complex spliceosome	1181
P52597	Q9Y3C6	HNRNPF	PPIL1	C complex spliceosome	1181
P52597	Q9H2H8	HNRNPF	PPIL3	C complex spliceosome	1181
P52597	Q96BP3	HNRNPF	PPWD1	C complex spliceosome	1181
P52597	Q9UMS4	HNRNPF	PRPF19	C complex spliceosome	1181
P52597	Q13523	HNRNPF	PRPF4B	C complex spliceosome	1181
P52597	O94906	HNRNPF	PRPF6	C complex spliceosome	1181
P52597	Q6P2Q9	HNRNPF	PRPF8	C complex spliceosome	1181
P52597	Q9UKM9	HNRNPF	RALY	C complex spliceosome	1181
P52597	Q9NW64	HNRNPF	RBM22	C complex spliceosome	1181
P52597	Q9Y5S9	HNRNPF	RBM8A	C complex spliceosome	1181
P52597	P38159	HNRNPF	RBMX	C complex spliceosome	1181
P52597	O43290	HNRNPF	SART1	C complex spliceosome	1181
P52597	Q6UX04	HNRNPF	CWC27	C complex spliceosome	1181
P52597	Q15459	HNRNPF	SF3A1	C complex spliceosome	1181
P52597	Q15428	HNRNPF	SF3A2	C complex spliceosome	1181
P52597	Q12874	HNRNPF	SF3A3	C complex spliceosome	1181
P52597	O75533	HNRNPF	SF3B1	C complex spliceosome	1181
P52597	Q13435	HNRNPF	SF3B2	C complex spliceosome	1181
P52597	Q15393	HNRNPF	SF3B3	C complex spliceosome	1181
P52597	Q07955	HNRNPF	SRSF1	C complex spliceosome	1181
P52597	P42285	HNRNPF	MTREX	C complex spliceosome	1181
P52597	O95391	HNRNPF	SLU7	C complex spliceosome	1181
P52597	O75643	HNRNPF	SNRNP200	C complex spliceosome	1181
P52597	Q96DI7	HNRNPF	SNRNP40	C complex spliceosome	1181
P52597	P09661	HNRNPF	SNRPA1	C complex spliceosome	1181
P52597	P14678	HNRNPF	SNRPB	C complex spliceosome	1181
P52597	P08579	HNRNPF	SNRPB2	C complex spliceosome	1181
P52597	P62314	HNRNPF	SNRPD1	C complex spliceosome	1181
P52597	P62316	HNRNPF	SNRPD2	C complex spliceosome	1181
P52597	P62318	HNRNPF	SNRPD3	C complex spliceosome	1181
P52597	P62304	HNRNPF	SNRPE	C complex spliceosome	1181
P52597	P62306	HNRNPF	SNRPF	C complex spliceosome	1181
P52597	P62308	HNRNPF	SNRPG	C complex spliceosome	1181
P52597	Q13573	HNRNPF	SNW1	C complex spliceosome	1181
P52597	Q8IYB3	HNRNPF	SRRM1	C complex spliceosome	1181
P52597	Q9UQ35	HNRNPF	SRRM2	C complex spliceosome	1181
P52597	O95926	HNRNPF	SYF2	C complex spliceosome	1181
P52597	O60506	HNRNPF	SYNCRIP	C complex spliceosome	1181
P52597	Q9UBB9	HNRNPF	TFIP11	C complex spliceosome	1181
P52597	Q86V81	HNRNPF	ALYREF	C complex spliceosome	1181
P52597	Q01081	HNRNPF	U2AF1	C complex spliceosome	1181
P52597	Q9HCS7	HNRNPF	XAB2	C complex spliceosome	1181
P52597	Q6NZY4	HNRNPF	ZCCHC8	C complex spliceosome	1181
P31943	P61978	HNRNPH1	HNRNPK	C complex spliceosome	1181
P31943	P52272	HNRNPH1	HNRNPM	C complex spliceosome	1181
P31943	O43390	HNRNPH1	HNRNPR	C complex spliceosome	1181
P31943	Q00839	HNRNPH1	HNRNPU	C complex spliceosome	1181
P31943	Q9ULR0	HNRNPH1	ISY1	C complex spliceosome	1181
P31943	Q9Y333	HNRNPH1	LSM2	C complex spliceosome	1181
P31943	P62310	HNRNPH1	LSM3	C complex spliceosome	1181
P31943	P61326	HNRNPH1	MAGOH	C complex spliceosome	1181
P31943	Q9BRX9	HNRNPH1	WDR83	C complex spliceosome	1181
P31943	P11940	HNRNPH1	PABPC1	C complex spliceosome	1181
P31943	O43660	HNRNPH1	PLRG1	C complex spliceosome	1181
P31943	Q9H307	HNRNPH1	PNN	C complex spliceosome	1181
P31943	Q9UNP9	HNRNPH1	PPIE	C complex spliceosome	1181
P31943	Q9Y3C6	HNRNPH1	PPIL1	C complex spliceosome	1181
P31943	Q9H2H8	HNRNPH1	PPIL3	C complex spliceosome	1181
P31943	Q96BP3	HNRNPH1	PPWD1	C complex spliceosome	1181
P31943	Q9UMS4	HNRNPH1	PRPF19	C complex spliceosome	1181
P31943	Q13523	HNRNPH1	PRPF4B	C complex spliceosome	1181
P31943	O94906	HNRNPH1	PRPF6	C complex spliceosome	1181
P31943	Q6P2Q9	HNRNPH1	PRPF8	C complex spliceosome	1181
P31943	Q9UKM9	HNRNPH1	RALY	C complex spliceosome	1181
P31943	Q9NW64	HNRNPH1	RBM22	C complex spliceosome	1181
P31943	Q9Y5S9	HNRNPH1	RBM8A	C complex spliceosome	1181
P31943	P38159	HNRNPH1	RBMX	C complex spliceosome	1181
P31943	O43290	HNRNPH1	SART1	C complex spliceosome	1181
P31943	Q6UX04	HNRNPH1	CWC27	C complex spliceosome	1181
P31943	Q15459	HNRNPH1	SF3A1	C complex spliceosome	1181
P31943	Q15428	HNRNPH1	SF3A2	C complex spliceosome	1181
P31943	Q12874	HNRNPH1	SF3A3	C complex spliceosome	1181
P31943	O75533	HNRNPH1	SF3B1	C complex spliceosome	1181
P31943	Q13435	HNRNPH1	SF3B2	C complex spliceosome	1181
P31943	Q15393	HNRNPH1	SF3B3	C complex spliceosome	1181
P31943	Q07955	HNRNPH1	SRSF1	C complex spliceosome	1181
P31943	P42285	HNRNPH1	MTREX	C complex spliceosome	1181
P31943	O95391	HNRNPH1	SLU7	C complex spliceosome	1181
P31943	O75643	HNRNPH1	SNRNP200	C complex spliceosome	1181
P31943	Q96DI7	HNRNPH1	SNRNP40	C complex spliceosome	1181
P31943	P09661	HNRNPH1	SNRPA1	C complex spliceosome	1181
P31943	P14678	HNRNPH1	SNRPB	C complex spliceosome	1181
P31943	P08579	HNRNPH1	SNRPB2	C complex spliceosome	1181
P31943	P62314	HNRNPH1	SNRPD1	C complex spliceosome	1181
P31943	P62316	HNRNPH1	SNRPD2	C complex spliceosome	1181
P31943	P62318	HNRNPH1	SNRPD3	C complex spliceosome	1181
P31943	P62304	HNRNPH1	SNRPE	C complex spliceosome	1181
P31943	P62306	HNRNPH1	SNRPF	C complex spliceosome	1181
P31943	P62308	HNRNPH1	SNRPG	C complex spliceosome	1181
P31943	Q13573	HNRNPH1	SNW1	C complex spliceosome	1181
P31943	Q8IYB3	HNRNPH1	SRRM1	C complex spliceosome	1181
P31943	Q9UQ35	HNRNPH1	SRRM2	C complex spliceosome	1181
P31943	O95926	HNRNPH1	SYF2	C complex spliceosome	1181
P31943	O60506	HNRNPH1	SYNCRIP	C complex spliceosome	1181
P31943	Q9UBB9	HNRNPH1	TFIP11	C complex spliceosome	1181
P31943	Q86V81	HNRNPH1	ALYREF	C complex spliceosome	1181
P31943	Q01081	HNRNPH1	U2AF1	C complex spliceosome	1181
P31943	Q9HCS7	HNRNPH1	XAB2	C complex spliceosome	1181
P31943	Q6NZY4	HNRNPH1	ZCCHC8	C complex spliceosome	1181
P61978	P52272	HNRNPK	HNRNPM	C complex spliceosome	1181
P61978	O43390	HNRNPK	HNRNPR	C complex spliceosome	1181
P61978	Q00839	HNRNPK	HNRNPU	C complex spliceosome	1181
P61978	Q9ULR0	HNRNPK	ISY1	C complex spliceosome	1181
P61978	Q9Y333	HNRNPK	LSM2	C complex spliceosome	1181
P61978	P62310	HNRNPK	LSM3	C complex spliceosome	1181
P61978	P61326	HNRNPK	MAGOH	C complex spliceosome	1181
P61978	Q9BRX9	HNRNPK	WDR83	C complex spliceosome	1181
P61978	P11940	HNRNPK	PABPC1	C complex spliceosome	1181
P61978	O43660	HNRNPK	PLRG1	C complex spliceosome	1181
P61978	Q9H307	HNRNPK	PNN	C complex spliceosome	1181
P61978	Q9UNP9	HNRNPK	PPIE	C complex spliceosome	1181
P61978	Q9Y3C6	HNRNPK	PPIL1	C complex spliceosome	1181
P61978	Q9H2H8	HNRNPK	PPIL3	C complex spliceosome	1181
P61978	Q96BP3	HNRNPK	PPWD1	C complex spliceosome	1181
P61978	Q9UMS4	HNRNPK	PRPF19	C complex spliceosome	1181
P61978	Q13523	HNRNPK	PRPF4B	C complex spliceosome	1181
P61978	O94906	HNRNPK	PRPF6	C complex spliceosome	1181
P61978	Q6P2Q9	HNRNPK	PRPF8	C complex spliceosome	1181
P61978	Q9UKM9	HNRNPK	RALY	C complex spliceosome	1181
P61978	Q9NW64	HNRNPK	RBM22	C complex spliceosome	1181
P61978	Q9Y5S9	HNRNPK	RBM8A	C complex spliceosome	1181
P61978	P38159	HNRNPK	RBMX	C complex spliceosome	1181
P61978	O43290	HNRNPK	SART1	C complex spliceosome	1181
P61978	Q6UX04	HNRNPK	CWC27	C complex spliceosome	1181
P61978	Q15459	HNRNPK	SF3A1	C complex spliceosome	1181
P61978	Q15428	HNRNPK	SF3A2	C complex spliceosome	1181
P61978	Q12874	HNRNPK	SF3A3	C complex spliceosome	1181
P61978	O75533	HNRNPK	SF3B1	C complex spliceosome	1181
P61978	Q13435	HNRNPK	SF3B2	C complex spliceosome	1181
P61978	Q15393	HNRNPK	SF3B3	C complex spliceosome	1181
P61978	Q07955	HNRNPK	SRSF1	C complex spliceosome	1181
P61978	P42285	HNRNPK	MTREX	C complex spliceosome	1181
P61978	O95391	HNRNPK	SLU7	C complex spliceosome	1181
P61978	O75643	HNRNPK	SNRNP200	C complex spliceosome	1181
P61978	Q96DI7	HNRNPK	SNRNP40	C complex spliceosome	1181
P61978	P09661	HNRNPK	SNRPA1	C complex spliceosome	1181
P61978	P14678	HNRNPK	SNRPB	C complex spliceosome	1181
P61978	P08579	HNRNPK	SNRPB2	C complex spliceosome	1181
P61978	P62314	HNRNPK	SNRPD1	C complex spliceosome	1181
P61978	P62316	HNRNPK	SNRPD2	C complex spliceosome	1181
P61978	P62318	HNRNPK	SNRPD3	C complex spliceosome	1181
P61978	P62304	HNRNPK	SNRPE	C complex spliceosome	1181
P61978	P62306	HNRNPK	SNRPF	C complex spliceosome	1181
P61978	P62308	HNRNPK	SNRPG	C complex spliceosome	1181
P61978	Q13573	HNRNPK	SNW1	C complex spliceosome	1181
P61978	Q8IYB3	HNRNPK	SRRM1	C complex spliceosome	1181
P61978	Q9UQ35	HNRNPK	SRRM2	C complex spliceosome	1181
P61978	O95926	HNRNPK	SYF2	C complex spliceosome	1181
P61978	O60506	HNRNPK	SYNCRIP	C complex spliceosome	1181
P61978	Q9UBB9	HNRNPK	TFIP11	C complex spliceosome	1181
P61978	Q86V81	HNRNPK	ALYREF	C complex spliceosome	1181
P61978	Q01081	HNRNPK	U2AF1	C complex spliceosome	1181
P61978	Q9HCS7	HNRNPK	XAB2	C complex spliceosome	1181
P61978	Q6NZY4	HNRNPK	ZCCHC8	C complex spliceosome	1181
P52272	O43390	HNRNPM	HNRNPR	C complex spliceosome	1181
P52272	Q00839	HNRNPM	HNRNPU	C complex spliceosome	1181
P52272	Q9ULR0	HNRNPM	ISY1	C complex spliceosome	1181
P52272	Q9Y333	HNRNPM	LSM2	C complex spliceosome	1181
P52272	P62310	HNRNPM	LSM3	C complex spliceosome	1181
P52272	P61326	HNRNPM	MAGOH	C complex spliceosome	1181
P52272	Q9BRX9	HNRNPM	WDR83	C complex spliceosome	1181
P52272	P11940	HNRNPM	PABPC1	C complex spliceosome	1181
P52272	O43660	HNRNPM	PLRG1	C complex spliceosome	1181
P52272	Q9H307	HNRNPM	PNN	C complex spliceosome	1181
P52272	Q9UNP9	HNRNPM	PPIE	C complex spliceosome	1181
P52272	Q9Y3C6	HNRNPM	PPIL1	C complex spliceosome	1181
P52272	Q9H2H8	HNRNPM	PPIL3	C complex spliceosome	1181
P52272	Q96BP3	HNRNPM	PPWD1	C complex spliceosome	1181
P52272	Q9UMS4	HNRNPM	PRPF19	C complex spliceosome	1181
P52272	Q13523	HNRNPM	PRPF4B	C complex spliceosome	1181
P52272	O94906	HNRNPM	PRPF6	C complex spliceosome	1181
P52272	Q6P2Q9	HNRNPM	PRPF8	C complex spliceosome	1181
P52272	Q9UKM9	HNRNPM	RALY	C complex spliceosome	1181
P52272	Q9NW64	HNRNPM	RBM22	C complex spliceosome	1181
P52272	Q9Y5S9	HNRNPM	RBM8A	C complex spliceosome	1181
P52272	P38159	HNRNPM	RBMX	C complex spliceosome	1181
P52272	O43290	HNRNPM	SART1	C complex spliceosome	1181
P52272	Q6UX04	HNRNPM	CWC27	C complex spliceosome	1181
P52272	Q15459	HNRNPM	SF3A1	C complex spliceosome	1181
P52272	Q15428	HNRNPM	SF3A2	C complex spliceosome	1181
P52272	Q12874	HNRNPM	SF3A3	C complex spliceosome	1181
P52272	O75533	HNRNPM	SF3B1	C complex spliceosome	1181
P52272	Q13435	HNRNPM	SF3B2	C complex spliceosome	1181
P52272	Q15393	HNRNPM	SF3B3	C complex spliceosome	1181
P52272	Q07955	HNRNPM	SRSF1	C complex spliceosome	1181
P52272	P42285	HNRNPM	MTREX	C complex spliceosome	1181
P52272	O95391	HNRNPM	SLU7	C complex spliceosome	1181
P52272	O75643	HNRNPM	SNRNP200	C complex spliceosome	1181
P52272	Q96DI7	HNRNPM	SNRNP40	C complex spliceosome	1181
P52272	P09661	HNRNPM	SNRPA1	C complex spliceosome	1181
P52272	P14678	HNRNPM	SNRPB	C complex spliceosome	1181
P52272	P08579	HNRNPM	SNRPB2	C complex spliceosome	1181
P52272	P62314	HNRNPM	SNRPD1	C complex spliceosome	1181
P52272	P62316	HNRNPM	SNRPD2	C complex spliceosome	1181
P52272	P62318	HNRNPM	SNRPD3	C complex spliceosome	1181
P52272	P62304	HNRNPM	SNRPE	C complex spliceosome	1181
P52272	P62306	HNRNPM	SNRPF	C complex spliceosome	1181
P52272	P62308	HNRNPM	SNRPG	C complex spliceosome	1181
P52272	Q13573	HNRNPM	SNW1	C complex spliceosome	1181
P52272	Q8IYB3	HNRNPM	SRRM1	C complex spliceosome	1181
P52272	Q9UQ35	HNRNPM	SRRM2	C complex spliceosome	1181
P52272	O95926	HNRNPM	SYF2	C complex spliceosome	1181
P52272	O60506	HNRNPM	SYNCRIP	C complex spliceosome	1181
P52272	Q9UBB9	HNRNPM	TFIP11	C complex spliceosome	1181
P52272	Q86V81	HNRNPM	ALYREF	C complex spliceosome	1181
P52272	Q01081	HNRNPM	U2AF1	C complex spliceosome	1181
P52272	Q9HCS7	HNRNPM	XAB2	C complex spliceosome	1181
P52272	Q6NZY4	HNRNPM	ZCCHC8	C complex spliceosome	1181
O43390	Q00839	HNRNPR	HNRNPU	C complex spliceosome	1181
O43390	Q9ULR0	HNRNPR	ISY1	C complex spliceosome	1181
O43390	Q9Y333	HNRNPR	LSM2	C complex spliceosome	1181
O43390	P62310	HNRNPR	LSM3	C complex spliceosome	1181
O43390	P61326	HNRNPR	MAGOH	C complex spliceosome	1181
O43390	Q9BRX9	HNRNPR	WDR83	C complex spliceosome	1181
O43390	P11940	HNRNPR	PABPC1	C complex spliceosome	1181
O43390	O43660	HNRNPR	PLRG1	C complex spliceosome	1181
O43390	Q9H307	HNRNPR	PNN	C complex spliceosome	1181
O43390	Q9UNP9	HNRNPR	PPIE	C complex spliceosome	1181
O43390	Q9Y3C6	HNRNPR	PPIL1	C complex spliceosome	1181
O43390	Q9H2H8	HNRNPR	PPIL3	C complex spliceosome	1181
O43390	Q96BP3	HNRNPR	PPWD1	C complex spliceosome	1181
O43390	Q9UMS4	HNRNPR	PRPF19	C complex spliceosome	1181
O43390	Q13523	HNRNPR	PRPF4B	C complex spliceosome	1181
O43390	O94906	HNRNPR	PRPF6	C complex spliceosome	1181
O43390	Q6P2Q9	HNRNPR	PRPF8	C complex spliceosome	1181
O43390	Q9UKM9	HNRNPR	RALY	C complex spliceosome	1181
O43390	Q9NW64	HNRNPR	RBM22	C complex spliceosome	1181
O43390	Q9Y5S9	HNRNPR	RBM8A	C complex spliceosome	1181
O43390	P38159	HNRNPR	RBMX	C complex spliceosome	1181
O43390	O43290	HNRNPR	SART1	C complex spliceosome	1181
O43390	Q6UX04	HNRNPR	CWC27	C complex spliceosome	1181
O43390	Q15459	HNRNPR	SF3A1	C complex spliceosome	1181
O43390	Q15428	HNRNPR	SF3A2	C complex spliceosome	1181
O43390	Q12874	HNRNPR	SF3A3	C complex spliceosome	1181
O43390	O75533	HNRNPR	SF3B1	C complex spliceosome	1181
O43390	Q13435	HNRNPR	SF3B2	C complex spliceosome	1181
O43390	Q15393	HNRNPR	SF3B3	C complex spliceosome	1181
O43390	Q07955	HNRNPR	SRSF1	C complex spliceosome	1181
O43390	P42285	HNRNPR	MTREX	C complex spliceosome	1181
O43390	O95391	HNRNPR	SLU7	C complex spliceosome	1181
O43390	O75643	HNRNPR	SNRNP200	C complex spliceosome	1181
O43390	Q96DI7	HNRNPR	SNRNP40	C complex spliceosome	1181
O43390	P09661	HNRNPR	SNRPA1	C complex spliceosome	1181
O43390	P14678	HNRNPR	SNRPB	C complex spliceosome	1181
O43390	P08579	HNRNPR	SNRPB2	C complex spliceosome	1181
O43390	P62314	HNRNPR	SNRPD1	C complex spliceosome	1181
O43390	P62316	HNRNPR	SNRPD2	C complex spliceosome	1181
O43390	P62318	HNRNPR	SNRPD3	C complex spliceosome	1181
O43390	P62304	HNRNPR	SNRPE	C complex spliceosome	1181
O43390	P62306	HNRNPR	SNRPF	C complex spliceosome	1181
O43390	P62308	HNRNPR	SNRPG	C complex spliceosome	1181
O43390	Q13573	HNRNPR	SNW1	C complex spliceosome	1181
O43390	Q8IYB3	HNRNPR	SRRM1	C complex spliceosome	1181
O43390	Q9UQ35	HNRNPR	SRRM2	C complex spliceosome	1181
O43390	O95926	HNRNPR	SYF2	C complex spliceosome	1181
O43390	O60506	HNRNPR	SYNCRIP	C complex spliceosome	1181
O43390	Q9UBB9	HNRNPR	TFIP11	C complex spliceosome	1181
O43390	Q86V81	HNRNPR	ALYREF	C complex spliceosome	1181
O43390	Q01081	HNRNPR	U2AF1	C complex spliceosome	1181
O43390	Q9HCS7	HNRNPR	XAB2	C complex spliceosome	1181
O43390	Q6NZY4	HNRNPR	ZCCHC8	C complex spliceosome	1181
Q00839	Q9ULR0	HNRNPU	ISY1	C complex spliceosome	1181
Q00839	Q9Y333	HNRNPU	LSM2	C complex spliceosome	1181
Q00839	P62310	HNRNPU	LSM3	C complex spliceosome	1181
Q00839	P61326	HNRNPU	MAGOH	C complex spliceosome	1181
Q00839	Q9BRX9	HNRNPU	WDR83	C complex spliceosome	1181
Q00839	P11940	HNRNPU	PABPC1	C complex spliceosome	1181
Q00839	O43660	HNRNPU	PLRG1	C complex spliceosome	1181
Q00839	Q9H307	HNRNPU	PNN	C complex spliceosome	1181
Q00839	Q9UNP9	HNRNPU	PPIE	C complex spliceosome	1181
Q00839	Q9Y3C6	HNRNPU	PPIL1	C complex spliceosome	1181
Q00839	Q9H2H8	HNRNPU	PPIL3	C complex spliceosome	1181
Q00839	Q96BP3	HNRNPU	PPWD1	C complex spliceosome	1181
Q00839	Q9UMS4	HNRNPU	PRPF19	C complex spliceosome	1181
Q00839	Q13523	HNRNPU	PRPF4B	C complex spliceosome	1181
Q00839	O94906	HNRNPU	PRPF6	C complex spliceosome	1181
Q00839	Q6P2Q9	HNRNPU	PRPF8	C complex spliceosome	1181
Q00839	Q9UKM9	HNRNPU	RALY	C complex spliceosome	1181
Q00839	Q9NW64	HNRNPU	RBM22	C complex spliceosome	1181
Q00839	Q9Y5S9	HNRNPU	RBM8A	C complex spliceosome	1181
Q00839	P38159	HNRNPU	RBMX	C complex spliceosome	1181
Q00839	O43290	HNRNPU	SART1	C complex spliceosome	1181
Q00839	Q6UX04	HNRNPU	CWC27	C complex spliceosome	1181
Q00839	Q15459	HNRNPU	SF3A1	C complex spliceosome	1181
Q00839	Q15428	HNRNPU	SF3A2	C complex spliceosome	1181
Q00839	Q12874	HNRNPU	SF3A3	C complex spliceosome	1181
Q00839	O75533	HNRNPU	SF3B1	C complex spliceosome	1181
Q00839	Q13435	HNRNPU	SF3B2	C complex spliceosome	1181
Q00839	Q15393	HNRNPU	SF3B3	C complex spliceosome	1181
Q00839	Q07955	HNRNPU	SRSF1	C complex spliceosome	1181
Q00839	P42285	HNRNPU	MTREX	C complex spliceosome	1181
Q00839	O95391	HNRNPU	SLU7	C complex spliceosome	1181
Q00839	O75643	HNRNPU	SNRNP200	C complex spliceosome	1181
Q00839	Q96DI7	HNRNPU	SNRNP40	C complex spliceosome	1181
Q00839	P09661	HNRNPU	SNRPA1	C complex spliceosome	1181
Q00839	P14678	HNRNPU	SNRPB	C complex spliceosome	1181
Q00839	P08579	HNRNPU	SNRPB2	C complex spliceosome	1181
Q00839	P62314	HNRNPU	SNRPD1	C complex spliceosome	1181
Q00839	P62316	HNRNPU	SNRPD2	C complex spliceosome	1181
Q00839	P62318	HNRNPU	SNRPD3	C complex spliceosome	1181
Q00839	P62304	HNRNPU	SNRPE	C complex spliceosome	1181
Q00839	P62306	HNRNPU	SNRPF	C complex spliceosome	1181
Q00839	P62308	HNRNPU	SNRPG	C complex spliceosome	1181
Q00839	Q13573	HNRNPU	SNW1	C complex spliceosome	1181
Q00839	Q8IYB3	HNRNPU	SRRM1	C complex spliceosome	1181
Q00839	Q9UQ35	HNRNPU	SRRM2	C complex spliceosome	1181
Q00839	O95926	HNRNPU	SYF2	C complex spliceosome	1181
Q00839	O60506	HNRNPU	SYNCRIP	C complex spliceosome	1181
Q00839	Q9UBB9	HNRNPU	TFIP11	C complex spliceosome	1181
Q00839	Q86V81	HNRNPU	ALYREF	C complex spliceosome	1181
Q00839	Q01081	HNRNPU	U2AF1	C complex spliceosome	1181
Q00839	Q9HCS7	HNRNPU	XAB2	C complex spliceosome	1181
Q00839	Q6NZY4	HNRNPU	ZCCHC8	C complex spliceosome	1181
Q9ULR0	Q9Y333	ISY1	LSM2	C complex spliceosome	1181
Q9ULR0	P62310	ISY1	LSM3	C complex spliceosome	1181
Q9ULR0	P61326	ISY1	MAGOH	C complex spliceosome	1181
Q9ULR0	Q9BRX9	ISY1	WDR83	C complex spliceosome	1181
Q9ULR0	P11940	ISY1	PABPC1	C complex spliceosome	1181
Q9ULR0	O43660	ISY1	PLRG1	C complex spliceosome	1181
Q9ULR0	Q9H307	ISY1	PNN	C complex spliceosome	1181
Q9ULR0	Q9UNP9	ISY1	PPIE	C complex spliceosome	1181
Q9ULR0	Q9Y3C6	ISY1	PPIL1	C complex spliceosome	1181
Q9ULR0	Q9H2H8	ISY1	PPIL3	C complex spliceosome	1181
Q9ULR0	Q96BP3	ISY1	PPWD1	C complex spliceosome	1181
Q9ULR0	Q9UMS4	ISY1	PRPF19	C complex spliceosome	1181
Q9ULR0	Q13523	ISY1	PRPF4B	C complex spliceosome	1181
Q9ULR0	O94906	ISY1	PRPF6	C complex spliceosome	1181
Q9ULR0	Q6P2Q9	ISY1	PRPF8	C complex spliceosome	1181
Q9ULR0	Q9UKM9	ISY1	RALY	C complex spliceosome	1181
Q9ULR0	Q9NW64	ISY1	RBM22	C complex spliceosome	1181
Q9ULR0	Q9Y5S9	ISY1	RBM8A	C complex spliceosome	1181
Q9ULR0	P38159	ISY1	RBMX	C complex spliceosome	1181
Q9ULR0	O43290	ISY1	SART1	C complex spliceosome	1181
Q9ULR0	Q6UX04	ISY1	CWC27	C complex spliceosome	1181
Q9ULR0	Q15459	ISY1	SF3A1	C complex spliceosome	1181
Q9ULR0	Q15428	ISY1	SF3A2	C complex spliceosome	1181
Q9ULR0	Q12874	ISY1	SF3A3	C complex spliceosome	1181
Q9ULR0	O75533	ISY1	SF3B1	C complex spliceosome	1181
Q9ULR0	Q13435	ISY1	SF3B2	C complex spliceosome	1181
Q9ULR0	Q15393	ISY1	SF3B3	C complex spliceosome	1181
Q9ULR0	Q07955	ISY1	SRSF1	C complex spliceosome	1181
Q9ULR0	P42285	ISY1	MTREX	C complex spliceosome	1181
Q9ULR0	O95391	ISY1	SLU7	C complex spliceosome	1181
Q9ULR0	O75643	ISY1	SNRNP200	C complex spliceosome	1181
Q9ULR0	Q96DI7	ISY1	SNRNP40	C complex spliceosome	1181
Q9ULR0	P09661	ISY1	SNRPA1	C complex spliceosome	1181
Q9ULR0	P14678	ISY1	SNRPB	C complex spliceosome	1181
Q9ULR0	P08579	ISY1	SNRPB2	C complex spliceosome	1181
Q9ULR0	P62314	ISY1	SNRPD1	C complex spliceosome	1181
Q9ULR0	P62316	ISY1	SNRPD2	C complex spliceosome	1181
Q9ULR0	P62318	ISY1	SNRPD3	C complex spliceosome	1181
