Bait	Prey	#Rep	#Pep	AvgP	BFDR
gata4	Q8N9Q2	3	1	0.0002	0.5344
tbx5	Q8N9Q2	3	1	0.0000	0.5361
tbx5	Q8NAP3	3	2	0.5000	0.2577
tbx5	Q8NAV1	3	1	0.3333	0.3333
tbx5	Q8NC51	3	3	0.3305	0.4295
gata4	Q8NCA5	3	2	0.3333	0.3333
tbx5	Q8NCD3	3	1	0.3333	0.3333
gata4	Q8NCN2	3	4	0.2222	0.4523
tbx5	Q8NCN2	3	4	0.3333	0.3333
tbx5	Q8ND82	3	2	0.3333	0.3333
tbx5	Q8NEJ9	3	1	0.3333	0.3333
gata4	Q8NEY8	3	4	0.1111	0.4899
tbx5	Q8NEY8	3	4	0.4444	0.2899
tbx5	Q8NEZ4	3	6	0.6666	0.1767
tbx5	Q8NF64	3	2	0.5000	0.2577
tbx5	Q8NFH5	3	4	0.3333	0.3333
tbx5	Q8NFW8	3	5	0.4661	0.2841
tbx5	Q8NHM5	3	2	0.3174	0.4338
gata4	Q8NHZ8	3	3	0.3332	0.4193
tbx5	Q8NHZ8	3	3	0.5555	0.2308
gata4	Q8NI36	3	2	0.1665	0.4782
tbx5	Q8NI36	3	2	0.1667	0.4696
gata4	Q8TA86	3	5	0.0413	0.5198
tbx5	Q8TA86	3	5	0.0312	0.5212
tbx5	Q8TAQ2	3	6	0.9999	0.0000
gata4	Q8TC12	3	1	0.2835	0.4385
gata4	Q8TCC3	3	4	0.0003	0.5338
tbx5	Q8TCC3	3	4	0.0068	0.5290
tbx5	Q8TCJ2	3	1	0.6666	0.1767
tbx5	Q8TDN6	3	3	0.3333	0.3333
tbx5	Q8TE76	3	2	0.4999	0.2714
tbx5	Q8TED0	3	2	0.5000	0.2577
tbx5	Q8TEM1	3	4	0.4444	0.2899
tbx5	Q8TEQ6	3	3	0.3333	0.3333
tbx5	Q8TF68	3	3	0.5556	0.2208
gata4	Q8TF72	3	2	0.0594	0.5127
tbx5	Q8TF72	3	2	0.1187	0.4878
gata4	Q8TF74	3	2	0.5000	0.2577
tbx5	Q8WUA4	3	3	0.7778	0.0805
tbx5	Q8WUD4	3	1	0.3333	0.3333
tbx5	Q8WUU5	3	5	0.3741	0.3264
gata4	Q8WWK9	3	53	0.4259	0.3128
tbx5	Q8WWK9	3	53	0.4419	0.3075
tbx5	Q8WWQ0	3	9	0.3333	0.3333
gata4	Q8WXF1	3	7	1.0000	0.0000
tbx5	Q8WXF1	3	7	0.3333	0.3333
tbx5	Q8WXI9	3	9	0.9333	0.0094
tbx5	Q8WXX5	3	3	0.7778	0.0805
tbx5	Q8WZ42	3	2	0.3331	0.4234
gata4	Q92499	3	10	0.9287	0.0137
tbx5	Q92499	3	10	0.5315	0.2469
gata4	Q92522	3	10	0.2472	0.4475
tbx5	Q92522	3	10	0.5624	0.2187
tbx5	Q92547	3	9	0.5921	0.2102
tbx5	Q92552	3	6	0.3333	0.3333
gata4	Q92560	3	4	0.0008	0.5330
tbx5	Q92560	3	4	0.1117	0.4891
tbx5	Q92567	3	1	0.6667	0.1340
tbx5	Q92621	3	6	0.3333	0.3333
tbx5	Q92665	3	1	0.3333	0.3333
tbx5	Q92688	3	2	0.3333	0.3333
tbx5	Q92759	3	3	0.3331	0.4234
gata4	Q92769	3	10	0.1992	0.4636
tbx5	Q92769	3	10	1.0000	0.0000
tbx5	Q92785	3	2	0.4993	0.2753
tbx5	Q92786	3	3	0.6667	0.1340
gata4	Q92804	3	3	0.0202	0.5240
tbx5	Q92804	3	3	0.1678	0.4689
tbx5	Q92826	3	4	0.6667	0.1340
tbx5	Q92830	3	4	0.0919	0.5015
gata4	Q92841	3	23	0.9773	0.0011
tbx5	Q92841	3	23	0.8815	0.0391
gata4	Q92878	3	36	0.2297	0.4504
tbx5	Q92878	3	36	0.9350	0.0089
gata4	Q92879	3	2	0.4999	0.2714
gata4	Q92887	3	1	0.3333	0.3333
tbx5	Q92887	3	1	0.3333	0.3333
tbx5	Q92908	3	2	0.3333	0.3333
tbx5	Q92922	3	2	0.8317	0.0625
tbx5	Q92925	3	5	0.7778	0.0805
gata4	Q92945	3	5	0.4120	0.3183
tbx5	Q92945	3	5	0.2222	0.4523
gata4	Q92974	3	1	0.3333	0.3333
gata4	Q92979	3	5	0.0278	0.5223
tbx5	Q92989	3	2	0.4999	0.2714
tbx5	Q93009	3	1	0.3333	0.3333
tbx5	Q93074	3	3	0.4443	0.3034
gata4	Q93077	3	5	0.4703	0.2820
tbx5	Q93077	3	5	0.6341	0.2001
tbx5	Q969G3	3	3	0.6667	0.1340
tbx5	Q96A33	3	2	0.1664	0.4784
tbx5	Q96A35	3	1	0.3333	0.3333
gata4	Q96AG4	3	8	0.5290	0.2479
tbx5	Q96AG4	3	8	0.4178	0.3160
tbx5	Q96BN2	3	1	0.3333	0.3333
gata4	Q96C36	3	43	1.0000	0.0000
tbx5	Q96C36	3	43	0.2121	0.4617
gata4	Q96CN4	3	2	0.0979	0.4994
tbx5	Q96CN4	3	2	0.5093	0.2541
gata4	Q96CW1	3	3	0.2222	0.4523
tbx5	Q96CW1	3	3	0.3333	0.3333
tbx5	Q96DE5	3	1	0.3333	0.3333
tbx5	Q96DI7	3	3	0.5555	0.2308
tbx5	Q96E39	3	1	0.3333	0.3333
gata4	Q96EK4	3	1	0.3149	0.4342
tbx5	Q96ES7	3	2	0.0000	0.5361
gata4	Q96EV2	3	18	0.4202	0.3157
tbx5	Q96EV2	3	18	0.2963	0.4373
gata4	Q96EY1	3	11	0.0548	0.5149
tbx5	Q96EY1	3	11	1.0000	0.0000
tbx5	Q96EY4	3	3	0.1360	0.4844
tbx5	Q96EY7	3	1	0.3333	0.3333
gata4	Q96F07	3	3	0.5555	0.2308
tbx5	Q96G25	3	1	0.6667	0.1340
gata4	Q96GD4	3	6	0.2731	0.4407
tbx5	Q96GD4	3	6	0.9690	0.0019
tbx5	Q96GM5	3	1	0.6667	0.1340
gata4	Q96GY0	3	3	0.2222	0.4523
tbx5	Q96GY0	3	3	0.1081	0.4962
tbx5	Q96HR3	3	2	0.4980	0.2768
gata4	Q96HS1	3	19	1.0000	0.0000
tbx5	Q96HS1	3	19	0.5999	0.2084
gata4	Q96I24	3	3	0.7774	0.0943
tbx5	Q96I24	3	3	0.5556	0.2208
tbx5	Q96IR2	3	3	0.4418	0.3078
tbx5	Q96IX5	3	2	0.5000	0.2577
gata4	Q96JB3	3	2	0.4975	0.2775
tbx5	Q96JB3	3	2	0.8333	0.0534
tbx5	Q96JG8	3	1	0.3333	0.3333
tbx5	Q96JM3	3	3	0.3332	0.4193
tbx5	Q96K83	3	1	0.3333	0.3333
gata4	Q96KM6	3	23	0.2866	0.4379
tbx5	Q96KM6	3	23	0.2971	0.4368
tbx5	Q96KN3	3	2	0.8333	0.0534
gata4	Q96KR1	3	6	0.2219	0.4592
tbx5	Q96KR1	3	6	0.6667	0.1340
gata4	Q96L91	3	17	0.6295	0.2008
tbx5	Q96L91	3	17	0.7407	0.1128
tbx5	Q96ME7	3	6	0.4444	0.2899
tbx5	Q96MF7	3	2	0.6666	0.1767
tbx5	Q96MG7	3	2	0.3189	0.4330
gata4	Q96N67	3	2	0.3333	0.3333
tbx5	Q96N67	3	2	0.1648	0.4794
tbx5	Q96P16	3	2	0.3324	0.4279
gata4	Q96PK6	3	36	0.3529	0.3293
tbx5	Q96PK6	3	36	0.9999	0.0000
gata4	Q96PU8	3	1	0.6666	0.1767
tbx5	Q96PU8	3	1	0.6667	0.1340
gata4	Q96Q89	3	122	0.0000	0.5361
tbx5	Q96Q89	3	122	0.0077	0.5287
tbx5	Q96QD9	3	1	0.3333	0.3333
gata4	Q96QT6	3	19	0.0452	0.5171
tbx5	Q96QT6	3	19	0.5394	0.2444
tbx5	Q96RE7	3	1	0.3331	0.4234
gata4	Q96RN5	3	3	0.2222	0.4523
tbx5	Q96RN5	3	3	0.7745	0.0986
tbx5	Q96S55	3	14	0.5652	0.2183
gata4	Q96SB8	3	4	0.1105	0.4952
tbx5	Q96SB8	3	4	0.5554	0.2376
gata4	Q96ST3	3	21	0.0606	0.5124
tbx5	Q96ST3	3	21	0.9641	0.0027
tbx5	Q96T23	3	5	0.3390	0.3326
tbx5	Q96T58	3	10	0.8000	0.0743
gata4	Q96T60	3	1	0.3305	0.4295
tbx5	Q96T60	3	1	0.3324	0.4279
gata4	Q99459	3	8	0.0756	0.5071
tbx5	Q99459	3	8	0.9999	0.0000
tbx5	Q99460	3	8	0.8333	0.0534
tbx5	Q99496	3	8	0.9149	0.0213
tbx5	Q99536	3	1	0.0706	0.5092
tbx5	Q99549	3	1	0.6667	0.1340
gata4	Q99593	3	132	0.2170	0.4608
tbx5	Q99593	3	132	1.0000	0.0000
tbx5	Q99615	3	1	0.3333	0.3333
gata4	Q99623	3	11	0.6633	0.1932
tbx5	Q99623	3	11	0.6667	0.1340
tbx5	Q99626	3	3	0.4444	0.2899
gata4	Q99661	3	2	0.0000	0.5361
gata4	Q99729	3	5	1.0000	0.0000
tbx5	Q99729	3	5	0.2205	0.4603
gata4	Q99741	3	4	0.0033	0.5307
tbx5	Q99741	3	4	0.0131	0.5265
tbx5	Q99848	3	3	0.3333	0.3333
tbx5	Q99856	3	14	0.6667	0.1340
gata4	Q99959	3	4	0.2222	0.4523
tbx5	Q99959	3	4	0.4444	0.2899
gata4	Q9BQ04	3	1	0.3333	0.3333
gata4	Q9BQE3	3	1	1.0000	0.0000
gata4	Q9BQG0	3	6	0.5236	0.2501
tbx5	Q9BQG0	3	6	0.2987	0.4364
gata4	Q9BRJ7	3	2	0.3100	0.4348
tbx5	Q9BRK4	3	2	0.3333	0.3333
gata4	Q9BSD7	3	9	0.3076	0.4350
tbx5	Q9BSD7	3	9	0.6847	0.1264
tbx5	Q9BSM1	3	1	0.3333	0.3333
gata4	Q9BTC0	3	20	0.3854	0.3261
tbx5	Q9BTC0	3	20	0.4963	0.2784
tbx5	Q9BTC8	3	2	0.5000	0.2577
gata4	Q9BTV7	3	1	0.0098	0.5279
tbx5	Q9BTV7	3	1	0.1339	0.4849
gata4	Q9BU76	3	6	0.0730	0.5079
tbx5	Q9BU76	3	6	0.2642	0.4421
tbx5	Q9BUJ2	3	3	0.4440	0.3047
tbx5	Q9BV38	3	2	0.6667	0.1340
tbx5	Q9BVJ6	3	3	0.3333	0.3333
tbx5	Q9BVK6	3	1	0.3333	0.3333
gata4	Q9BW19	3	75	0.3273	0.4307
tbx5	Q9BW19	3	75	0.1419	0.4829
tbx5	Q9BW60	3	1	0.6638	0.1917
tbx5	Q9BWE0	3	12	1.0000	0.0000
tbx5	Q9BXA9	3	2	0.5000	0.2577
gata4	Q9BXS6	3	33	0.7776	0.0932
tbx5	Q9BXS6	3	33	0.6850	0.1258
gata4	Q9BY77	3	31	0.7269	0.1173
tbx5	Q9BY77	3	31	0.2578	0.4443
tbx5	Q9BYC2	3	1	0.6667	0.1340
tbx5	Q9BYN8	3	7	0.3333	0.3333
gata4	Q9BYW2	3	1	0.0779	0.5065
tbx5	Q9BYW2	3	1	0.4260	0.3125
tbx5	Q9BZE4	3	2	0.3228	0.4318
tbx5	Q9BZK7	3	3	0.4444	0.2899
gata4	Q9BZZ5	3	2	0.0294	0.5214
gata4	Q9C005	3	2	0.4810	0.2807
tbx5	Q9C005	3	2	0.4255	0.3132
gata4	Q9C037	3	1	0.6667	0.1340
tbx5	Q9C037	3	1	0.3333	0.3333
tbx5	Q9GZR2	3	5	0.3333	0.3333
tbx5	Q9GZR7	3	2	0.3333	0.3333
gata4	Q9H0A0	3	35	0.9574	0.0043
tbx5	Q9H0A0	3	35	0.0790	0.5063
gata4	Q9H0D6	3	11	0.1111	0.4899
tbx5	Q9H0D6	3	11	0.6450	0.1975
gata4	Q9H0E3	3	7	0.0803	0.5057
tbx5	Q9H0E3	3	7	0.6824	0.1287
tbx5	Q9H0E9	3	1	0.3333	0.3333
tbx5	Q9H0H5	3	4	0.4416	0.3081
tbx5	Q9H0S4	3	5	0.7773	0.0952
gata4	Q9H0U4	3	4	0.5264	0.2486
tbx5	Q9H0U4	3	4	0.1057	0.4970
tbx5	Q9H147	3	3	0.3333	0.3333
tbx5	Q9H160	3	1	0.6667	0.1340
tbx5	Q9H1A4	3	9	0.5333	0.2458
gata4	Q9H1E3	3	2	0.1667	0.4696
tbx5	Q9H1E3	3	2	0.5000	0.2577
gata4	Q9H2P0	3	22	0.3057	0.4356
tbx5	Q9H2P0	3	22	0.7508	0.1069
tbx5	Q9H2Y7	3	4	0.4403	0.3087
tbx5	Q9H2Z4	3	2	0.5000	0.2577
tbx5	Q9H307	3	14	0.4075	0.3199
gata4	Q9H3N1	3	1	0.3333	0.3333
tbx5	Q9H444	3	1	0.6665	0.1840
tbx5	Q9H4B6	3	2	0.5000	0.2577
tbx5	Q9H5H4	3	5	0.3333	0.3333
tbx5	Q9H6F5	3	6	0.5157	0.2515
gata4	Q9H6K5	3	7	0.1632	0.4796
tbx5	Q9H6K5	3	7	0.0900	0.5023
tbx5	Q9H6R4	3	7	0.3333	0.3333
tbx5	Q9H6S0	3	2	0.5000	0.2577
tbx5	Q9H6W3	3	1	0.3333	0.3333
tbx5	Q9H7E9	3	1	0.3333	0.3333
gata4	Q9H7L9	3	2	0.1625	0.4799
tbx5	Q9H7L9	3	2	0.4999	0.2714
tbx5	Q9H8E8	3	14	0.0373	0.5203
tbx5	Q9H981	3	1	0.3333	0.3333
tbx5	Q9H9B1	3	5	0.7777	0.0907
tbx5	Q9H9B4	3	1	0.3333	0.3333
tbx5	Q9HAH7	3	3	0.3333	0.3333
gata4	Q9HAU0	3	16	0.1713	0.4684
tbx5	Q9HAU0	3	16	0.5122	0.2526
tbx5	Q9HAV0	3	1	0.6667	0.1340
tbx5	Q9HAZ2	3	2	0.5000	0.2577
tbx5	Q9HBE1	3	3	0.3333	0.3333
tbx5	Q9HBM6	3	1	0.3333	0.3333
tbx5	Q9HC52	3	11	0.7700	0.0991
tbx5	Q9HCD5	3	16	0.7917	0.0787
tbx5	Q9HCK0	3	2	0.3333	0.3333
gata4	Q9HCK8	3	20	0.1333	0.4854
tbx5	Q9HCK8	3	20	0.8824	0.0381
tbx5	Q9HCS7	3	1	0.3333	0.3333
gata4	Q9HCU5	3	1	0.3333	0.3333
tbx5	Q9HD33	3	3	0.3333	0.3333
tbx5	Q9HD42	3	2	0.6667	0.1340
gata4	Q9HDC9	3	2	0.6667	0.1340
gata4	Q9NNW5	3	4	0.7777	0.0907
tbx5	Q9NNW5	3	4	0.1111	0.4899
gata4	Q9NP64	3	6	0.0000	0.5361
tbx5	Q9NP66	3	5	0.5553	0.2386
gata4	Q9NPF5	3	8	0.0833	0.5036
tbx5	Q9NPF5	3	8	0.8333	0.0534
gata4	Q9NPG3	3	26	0.0178	0.5251
tbx5	Q9NPG3	3	26	0.3946	0.3235
tbx5	Q9NPJ6	3	1	0.3333	0.3333
tbx5	Q9NQ55	3	2	0.3333	0.3333
tbx5	Q9NQS7	3	16	0.9160	0.0208
tbx5	Q9NQW6	3	6	0.0968	0.4999
tbx5	Q9NQX4	3	1	0.3333	0.3333
gata4	Q9NR30	3	6	0.1111	0.4899
tbx5	Q9NR30	3	6	0.7778	0.0805
tbx5	Q9NRG9	3	1	0.3332	0.4193
gata4	Q9NRH3	3	1	0.3333	0.3333
tbx5	Q9NRL2	3	2	0.3333	0.3333
tbx5	Q9NRR5	3	2	0.3331	0.4234
gata4	Q9NRW1	3	1	1.0000	0.0000
tbx5	Q9NRW1	3	1	0.6667	0.1340
tbx5	Q9NRZ9	3	3	0.5536	0.2403
tbx5	Q9NS73	3	12	0.2038	0.4622
tbx5	Q9NSC2	3	18	0.7407	0.1128
gata4	Q9NTJ3	3	6	0.3331	0.4234
tbx5	Q9NTJ3	3	6	0.6659	0.1886
gata4	Q9NTJ5	3	1	0.3188	0.4332
gata4	Q9NUP9	3	2	0.1667	0.4696
tbx5	Q9NUP9	3	2	0.1667	0.4696
gata4	Q9NUQ3	3	4	0.6667	0.1340
gata4	Q9NV96	3	1	0.6792	0.1299
tbx5	Q9NV96	3	1	0.0512	0.5154
gata4	Q9NVD3	3	2	0.3333	0.3333
tbx5	Q9NVD3	3	2	0.6667	0.1340
gata4	Q9NVI7	3	5	0.6588	0.1944
tbx5	Q9NVI7	3	5	0.3333	0.3333
tbx5	Q9NVN8	3	10	1.0000	0.0000
tbx5	Q9NVP1	3	7	0.3333	0.3333
gata4	Q9NW13	3	3	0.0000	0.5361
tbx5	Q9NW13	3	3	0.2749	0.4403
tbx5	Q9NW64	3	2	0.3333	0.3333
gata4	Q9NWB6	3	4	0.0187	0.5242
gata4	Q9NWH9	3	12	0.3496	0.3300
tbx5	Q9NWH9	3	12	0.6232	0.2042
tbx5	Q9NX58	3	1	0.3333	0.3333
tbx5	Q9NXF1	3	2	0.5000	0.2577
gata4	Q9NXV6	3	12	0.2401	0.4487
tbx5	Q9NXV6	3	12	0.3520	0.3297
gata4	Q9NXW2	3	1	0.6638	0.1917
gata4	Q9NY93	3	1	0.6667	0.1340
gata4	Q9NYF8	3	11	0.1129	0.4886
tbx5	Q9NYF8	3	11	0.5537	0.2400
gata4	Q9NYZ3	3	46	0.3699	0.3271
tbx5	Q9NYZ3	3	46	0.1998	0.4634
gata4	Q9NZ01	3	5	0.6267	0.2025
tbx5	Q9NZ01	3	5	0.6650	0.1902
gata4	Q9NZB2	3	10	0.0221	0.5231
tbx5	Q9NZB2	3	10	0.7331	0.1148
gata4	Q9NZI8	3	7	0.1389	0.4834
tbx5	Q9NZI8	3	7	0.0796	0.5060
tbx5	Q9NZM1	3	1	0.1482	0.4826
tbx5	Q9P013	3	1	0.3324	0.4279
tbx5	Q9P0J0	3	1	0.6667	0.1340
gata4	Q9P0K7	3	4	0.1111	0.4899
tbx5	Q9P0K7	3	4	0.4444	0.2899
tbx5	Q9P0L0	3	21	0.8167	0.0694
gata4	Q9P0M6	3	16	0.2611	0.4432
tbx5	Q9P0M6	3	16	0.7749	0.0981
tbx5	Q9P0T4	3	1	0.3333	0.3333
tbx5	Q9P0U3	3	1	0.3333	0.3333
gata4	Q9P0U4	3	1	0.3333	0.3333
tbx5	Q9P1T7	3	2	0.4991	0.2756
gata4	Q9P258	3	9	0.0907	0.5020
tbx5	Q9P258	3	9	0.4449	0.2896
gata4	Q9P270	3	10	0.0000	0.5361
tbx5	Q9P270	3	10	0.1321	0.4857
gata4	Q9P2E9	3	1	0.6667	0.1340
gata4	Q9P2N5	3	3	0.4170	0.3163
tbx5	Q9P2N5	3	3	0.2473	0.4473
tbx5	Q9P2P1	3	5	0.6664	0.1860
tbx5	Q9UBL3	3	3	0.5556	0.2208
tbx5	Q9UBM7	3	1	0.3333	0.3333
gata4	Q9UBU8	3	3	0.0045	0.5299
tbx5	Q9UBU8	3	3	0.0922	0.5012
tbx5	Q9UBV8	3	3	0.3333	0.3333
tbx5	Q9UBW7	3	8	1.0000	0.0000
tbx5	Q9UEG4	3	4	0.6666	0.1767
gata4	Q9UFW8	3	3	0.0000	0.5361
tbx5	Q9UFW8	3	3	0.0000	0.5361
tbx5	Q9UGF6	3	1	0.3333	0.3333
tbx5	Q9UGP8	3	1	0.9997	0.0000
tbx5	Q9UGU0	3	13	0.6667	0.1340
tbx5	Q9UHB6	3	7	0.3333	0.3333
tbx5	Q9UHB9	3	1	0.3331	0.4234
gata4	Q9UHD8	3	2	0.1667	0.4696
tbx5	Q9UHD8	3	2	0.1667	0.4696
tbx5	Q9UHR4	3	13	0.7143	0.1209
gata4	Q9UHR5	3	2	0.3333	0.3333
tbx5	Q9UHR5	3	2	0.1667	0.4696
tbx5	Q9UIF9	3	2	0.5000	0.2577
gata4	Q9UIG0	3	24	0.2497	0.4471
tbx5	Q9UIG0	3	24	0.6260	0.2028
tbx5	Q9UIS9	3	2	0.3333	0.3333
tbx5	Q9UJQ4	3	2	0.4998	0.2736
tbx5	Q9UJV9	3	1	0.3333	0.3333
gata4	Q9UJX2	3	10	0.0663	0.5103
tbx5	Q9UJX2	3	10	0.7999	0.0760
gata4	Q9UJX3	3	16	0.8324	0.0620
tbx5	Q9UJX3	3	16	0.9583	0.0034
tbx5	Q9UJX4	3	4	0.3333	0.3333
tbx5	Q9UJX5	3	2	0.3333	0.3333
tbx5	Q9UJX6	3	1	0.6667	0.1340
tbx5	Q9UK61	3	2	0.5000	0.2577
tbx5	Q9UKB1	3	4	0.3333	0.3333
tbx5	Q9UKD2	3	4	0.3333	0.3333
tbx5	Q9UKJ3	3	1	0.3333	0.3333
tbx5	Q9UKL0	3	7	0.9167	0.0170
gata4	Q9UKM9	3	7	0.6839	0.1275
tbx5	Q9UKM9	3	7	0.1865	0.4661
tbx5	Q9UKN8	3	3	0.5555	0.2308
tbx5	Q9UKV3	3	15	0.5804	0.2140
tbx5	Q9UL17	3	2	0.5000	0.2577
tbx5	Q9UL54	3	1	0.3333	0.3333
gata4	Q9ULD2	3	10	0.4373	0.3090
tbx5	Q9ULD2	3	10	0.2511	0.4462
tbx5	Q9ULD9	3	2	0.3333	0.3333
tbx5	Q9ULJ6	3	2	0.5000	0.2577
tbx5	Q9ULK4	3	1	0.3333	0.3333
tbx5	Q9ULL5	3	1	0.3333	0.3333
gata4	Q9ULM3	3	49	0.0000	0.5361
tbx5	Q9ULM3	3	49	0.1337	0.4852
tbx5	Q9ULU4	3	2	0.5000	0.2577
tbx5	Q9ULV3	3	7	0.8333	0.0534
tbx5	Q9ULV4	3	3	0.4444	0.2899
gata4	Q9ULW0	3	14	0.4840	0.2804
tbx5	Q9ULW0	3	14	0.7762	0.0972
gata4	Q9ULX6	3	5	0.5555	0.2308
tbx5	Q9ULX6	3	5	0.6666	0.1767
gata4	Q9UM13	3	2	0.3333	0.3333
tbx5	Q9UM13	3	2	0.5000	0.2577
tbx5	Q9UM54	3	9	0.3333	0.3333
gata4	Q9UMS4	3	11	0.2150	0.4610
tbx5	Q9UMS4	3	11	0.8741	0.0406
tbx5	Q9UNM6	3	1	0.3333	0.3333
gata4	Q9UNZ5	3	12	0.1830	0.4666
tbx5	Q9UNZ5	3	12	0.2898	0.4377
tbx5	Q9UPN9	3	15	1.0000	0.0000
gata4	Q9UPP1	3	5	0.1049	0.4975
tbx5	Q9UPP1	3	5	0.5525	0.2410
gata4	Q9UPW6	3	17	0.2222	0.4523
tbx5	Q9UPW6	3	17	0.8519	0.0476
gata4	Q9UQ35	3	17	0.7665	0.1020
tbx5	Q9UQ35	3	17	0.7219	0.1194
gata4	Q9UQ80	3	1	0.3333	0.3333
tbx5	Q9UQB8	3	32	1.0000	0.0000
gata4	Q9UQE7	3	4	0.4444	0.2899
tbx5	Q9UQE7	3	4	0.4444	0.2899
gata4	Q9UQN3	3	6	0.5089	0.2548
tbx5	Q9UQN3	3	6	0.4330	0.3100
tbx5	Q9UQR0	3	1	0.9991	0.0000
tbx5	Q9UQR1	3	1	0.3333	0.3333
gata4	Q9Y224	3	4	0.4499	0.2889
tbx5	Q9Y224	3	4	0.3333	0.3333
gata4	Q9Y230	3	26	0.5282	0.2483
tbx5	Q9Y230	3	26	0.8955	0.0271
gata4	Q9Y237	3	10	0.9480	0.0060
tbx5	Q9Y237	3	10	0.1206	0.4870
gata4	Q9Y265	3	20	0.5655	0.2180
tbx5	Q9Y265	3	20	0.9208	0.0153
tbx5	Q9Y277	3	1	0.3333	0.3333
tbx5	Q9Y294	3	3	0.3114	0.4344
tbx5	Q9Y2Q9	3	2	0.3333	0.3333
tbx5	Q9Y2R4	3	2	0.3333	0.3333
tbx5	Q9Y2R5	3	1	0.3333	0.3333
tbx5	Q9Y2R9	3	6	0.3333	0.3333
gata4	Q9Y2S6	3	3	0.2288	0.4508
tbx5	Q9Y2W1	3	13	0.5739	0.2148
tbx5	Q9Y2X0	3	2	0.3333	0.3333
gata4	Q9Y2X3	3	12	0.1814	0.4668
tbx5	Q9Y2X3	3	12	0.8248	0.0662
tbx5	Q9Y2X9	3	4	0.5554	0.2376
tbx5	Q9Y383	3	2	0.0150	0.5256
gata4	Q9Y3A2	3	4	0.0110	0.5271
tbx5	Q9Y3A2	3	4	0.0113	0.5268
tbx5	Q9Y3B4	3	1	0.3333	0.3333
tbx5	Q9Y3B9	3	4	0.3331	0.4234
tbx5	Q9Y3C6	3	1	1.0000	0.0000
tbx5	Q9Y3D3	3	3	0.3333	0.3333
tbx5	Q9Y3D9	3	3	0.3333	0.3333
gata4	Q9Y3I0	3	6	1.0000	0.0000
tbx5	Q9Y3I0	3	6	0.7777	0.0907
tbx5	Q9Y3U8	3	4	0.4444	0.2899
gata4	Q9Y3Y2	3	6	0.9082	0.0238
tbx5	Q9Y3Y2	3	6	0.8272	0.0652
tbx5	Q9Y458	3	1	0.3333	0.3333
tbx5	Q9Y467	3	14	0.9462	0.0070
tbx5	Q9Y483	3	1	1.0000	0.0000
gata4	Q9Y4A5	3	21	0.0000	0.5361
tbx5	Q9Y4A5	3	21	0.0006	0.5333
gata4	Q9Y4P3	3	2	0.4994	0.2746
tbx5	Q9Y4P3	3	2	0.3333	0.3333
tbx5	Q9Y4W2	3	3	0.5555	0.2308
gata4	Q9Y520	3	2	0.3333	0.3333
tbx5	Q9Y586	3	2	0.5000	0.2577
gata4	Q9Y5A9	3	1	0.3333	0.3333
gata4	Q9Y5B9	3	51	0.1490	0.4824
tbx5	Q9Y5B9	3	51	0.8295	0.0636
tbx5	Q9Y5K5	3	4	0.4444	0.2899
gata4	Q9Y5M8	3	3	0.2221	0.4585
tbx5	Q9Y5M8	3	3	0.4444	0.2899
tbx5	Q9Y5S9	3	3	0.3041	0.4358
tbx5	Q9Y618	3	2	0.5000	0.2577
tbx5	Q9Y676	3	4	0.3333	0.3333
tbx5	Q9Y6A9	3	1	0.3333	0.3333
gata4	Q9Y6J0	3	53	0.0184	0.5245
tbx5	Q9Y6J0	3	53	0.6560	0.1954
tbx5	Q9Y6Q9	3	1	0.3333	0.3333
